CustomerId,Age,MonthlyCharges,Tenure,Balance,NumOfProducts,HasCard,IsActive,EstimatedSalary,LastPurchase,TotalCharges,Churn,AverageMonthlySpend,Gender_Female,Gender_Male,Geography_France,Geography_Germany,Geography_Spain
41,31,71,2.0,166284.54,1,0,0,25438.79,4,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
42,18,87,10.0,135302.01,2,1,1,19357.06,12,217.63,0,21.76,1.0,0.0,0.0,1.0,0.0
43,37,58,7.0,140962.91,3,0,1,97293.11,4,49.38,0,7.05,1.0,0.0,0.0,0.0,1.0
44,48,63,7.0,54773.81,3,0,1,45550.17,1,146.09,0,20.87,0.0,1.0,0.0,1.0,0.0
45,25,46,1.0,485.34,3,0,0,62441.81,3,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0
46,30,86,10.0,62748.59,1,1,1,64807.58,0,1023.13,1,102.31,0.0,1.0,0.0,0.0,1.0
47,25,44,10.0,136323.76,2,1,0,96172.64,0,429.83,0,42.98,0.0,1.0,1.0,0.0,0.0
48,55,83,5.0,43698.73,3,1,1,31530.7,8,348.31,0,69.66,0.0,1.0,1.0,0.0,0.0
49,57,48,9.0,122089.07,1,0,1,47462.12,3,1218.9,0,135.43,0.0,1.0,0.0,1.0,0.0
50,45,52,7.0,197356.67,2,0,0,38490.75,2,723.88,1,103.41,1.0,0.0,0.0,0.0,1.0
51,34,41,1.0,3688.08,2,1,1,20706.64,9,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0
52,20,34,6.0,78852.57,2,0,0,22794.63,7,1276.63,0,212.77,0.0,1.0,0.0,1.0,0.0
53,50,51,7.0,29059.02,3,0,1,14997.13,11,701.56,0,100.22,1.0,0.0,0.0,1.0,0.0
54,36,22,7.0,35733.24,1,1,0,26114.63,3,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0
55,23,45,7.0,46693.91,3,1,0,67540.15,5,543.83,0,77.69,0.0,1.0,0.0,1.0,0.0
56,69,61,5.0,137388.07,1,0,0,70834.31,2,1053.96,0,210.79,0.0,1.0,0.0,1.0,0.0
57,68,35,,45515.79,3,0,1,53705.88,8,0.0,0,,1.0,0.0,0.0,0.0,1.0
58,41,84,6.0,134961.6,2,0,1,82890.22,9,563.13,1,93.86,1.0,0.0,1.0,0.0,0.0
59,27,86,2.0,131612.98,3,1,0,65068.81,11,167.6,0,83.8,1.0,0.0,0.0,1.0,0.0
60,62,57,8.0,67453.02,1,1,0,67021.9,0,300.11,0,37.51,0.0,1.0,1.0,0.0,0.0
61,49,66,1.0,32930.34,2,1,1,78413.88,10,608.42,0,608.42,0.0,1.0,0.0,0.0,1.0
62,42,66,7.0,5441.26,1,1,1,58134.03,1,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
63,21,60,1.0,64237.06,1,0,0,95552.06,10,222.7,1,222.7,1.0,0.0,0.0,1.0,0.0
64,49,71,2.0,90463.98,1,1,1,32254.61,12,595.53,0,297.76,0.0,1.0,0.0,0.0,1.0
65,32,49,8.0,169726.92,2,0,1,14559.99,12,94.85,1,11.86,1.0,0.0,1.0,0.0,0.0
66,46,27,8.0,71661.03,3,1,0,20750.32,1,564.39,0,70.55,0.0,1.0,1.0,0.0,0.0
67,23,50,7.0,20327.82,2,0,1,55620.71,5,292.16,0,41.74,1.0,0.0,0.0,0.0,1.0
68,23,42,4.0,49474.57,2,1,0,58876.68,7,370.36,0,92.59,0.0,1.0,1.0,0.0,0.0
69,18,40,2.0,24982.5,3,0,1,16557.5,2,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0
70,44,88,2.0,182578.9,2,0,0,37558.51,2,1093.99,1,547.0,0.0,1.0,0.0,0.0,1.0
71,64,53,3.0,23431.73,1,0,1,13361.14,7,113.72,0,37.91,0.0,1.0,1.0,0.0,0.0
72,57,77,7.0,77579.6,2,0,1,50902.21,9,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0
73,69,76,5.0,103807.81,3,1,1,86913.4,9,466.14,1,93.23,1.0,0.0,0.0,0.0,1.0
74,40,27,2.0,71095.8,3,0,0,72385.26,8,308.74,0,154.37,0.0,1.0,1.0,0.0,0.0
75,58,39,,101830.78,3,1,1,49061.9,9,0.0,0,,0.0,1.0,1.0,0.0,0.0
76,45,64,9.0,83389.29,1,0,0,55527.94,11,731.93,0,81.33,1.0,0.0,1.0,0.0,0.0
77,50,41,1.0,39939.55,3,0,1,43979.04,9,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0
78,50,35,6.0,173812.18,2,1,1,43595.49,11,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0
79,18,21,3.0,130127.27,1,1,0,73475.86,3,393.27,0,131.09,1.0,0.0,1.0,0.0,0.0
80,53,21,8.0,180353.42,1,0,1,53233.53,12,961.36,0,120.17,1.0,0.0,1.0,0.0,0.0
81,41,92,10.0,128893.04,1,0,0,43929.91,9,1672.82,1,167.28,1.0,0.0,0.0,0.0,1.0
82,30,85,,132574.46,3,1,1,35606.23,2,0.0,0,,0.0,1.0,0.0,1.0,0.0
83,38,71,8.0,196298.25,3,1,1,52978.53,5,575.03,0,71.88,0.0,1.0,0.0,0.0,1.0
84,47,83,10.0,80645.05,3,1,1,86422.75,12,796.8,0,79.68,1.0,0.0,0.0,1.0,0.0
85,52,59,8.0,197245.25,2,1,0,84187.0,8,411.64,1,51.46,1.0,0.0,0.0,1.0,0.0
86,32,37,5.0,328.82,2,0,1,89900.72,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0
87,37,66,2.0,163035.68,3,0,0,67089.59,4,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
88,21,26,,11189.04,2,1,0,52217.18,6,315.92,0,,1.0,0.0,0.0,0.0,1.0
89,25,76,10.0,26817.72,1,0,0,40614.23,8,575.26,0,57.53,1.0,0.0,0.0,1.0,0.0
90,55,99,9.0,71947.33,1,1,1,45891.46,12,1263.44,0,140.38,1.0,0.0,0.0,1.0,0.0
91,39,67,,191062.32,2,0,0,80949.47,8,0.0,0,,1.0,0.0,1.0,0.0,0.0
92,40,41,1.0,70932.95,2,0,1,74081.16,9,755.16,0,755.16,0.0,1.0,1.0,0.0,0.0
93,32,27,,11082.79,3,0,0,73753.5,9,0.0,0,,0.0,1.0,0.0,1.0,0.0
94,34,47,6.0,199822.49,1,1,0,79980.52,8,456.96,0,76.16,1.0,0.0,1.0,0.0,0.0
95,51,22,7.0,22485.3,3,0,0,80812.98,12,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
96,43,57,7.0,21768.09,1,0,1,14688.57,1,205.52,0,29.36,1.0,0.0,0.0,0.0,1.0
97,55,67,1.0,112221.34,1,1,1,93751.45,3,61.05,0,61.05,0.0,1.0,0.0,1.0,0.0
98,30,89,9.0,152791.0,1,1,1,29315.31,7,744.06,0,82.67,0.0,1.0,0.0,1.0,0.0
99,58,22,1.0,166492.03,3,0,1,58847.56,4,340.13,0,340.13,0.0,1.0,0.0,0.0,1.0
100,70,57,5.0,14793.28,2,1,0,33444.68,3,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
101,31,44,2.0,198472.32,2,0,1,19500.58,3,680.83,0,340.42,1.0,0.0,1.0,0.0,0.0
102,53,36,2.0,76184.62,1,1,0,22475.85,8,331.92,0,165.96,0.0,1.0,1.0,0.0,0.0
103,26,68,6.0,80241.35,1,1,1,64108.55,8,361.38,0,60.23,1.0,0.0,0.0,0.0,1.0
104,43,74,7.0,94612.51,1,1,1,84683.49,4,930.34,0,132.91,1.0,0.0,0.0,0.0,1.0
105,69,41,5.0,9461.49,1,1,1,66926.51,0,686.94,0,137.39,1.0,0.0,0.0,1.0,0.0
106,29,99,1.0,166055.3,3,1,1,95028.29,2,291.0,1,291.0,0.0,1.0,0.0,0.0,1.0
107,39,63,,4134.18,2,0,0,23121.16,11,389.22,0,,0.0,1.0,1.0,0.0,0.0
108,30,66,10.0,63865.76,1,0,1,98879.66,10,1179.09,1,117.91,0.0,1.0,0.0,1.0,0.0
109,23,32,9.0,72828.76,1,1,0,92260.86,0,550.39,0,61.15,0.0,1.0,0.0,0.0,1.0
110,33,42,,85800.47,3,0,0,45001.12,0,0.0,1,,0.0,1.0,0.0,0.0,1.0
111,40,25,6.0,16403.28,2,0,1,40954.59,5,319.78,1,53.3,0.0,1.0,0.0,0.0,1.0
112,25,37,8.0,51301.71,1,1,1,40541.54,11,301.86,0,37.73,0.0,1.0,1.0,0.0,0.0
113,19,40,9.0,94294.74,3,0,1,22673.7,9,335.45,0,37.27,1.0,0.0,0.0,1.0,0.0
114,60,23,8.0,55747.32,3,1,0,36571.83,5,236.96,0,29.62,1.0,0.0,0.0,0.0,1.0
115,60,32,5.0,148310.95,2,1,0,80518.35,2,13.01,0,2.6,1.0,0.0,1.0,0.0,0.0
116,29,64,,30571.08,1,1,0,50126.35,7,123.5,0,,1.0,0.0,1.0,0.0,0.0
117,46,41,,150802.03,1,0,1,35914.63,5,234.02,0,,0.0,1.0,0.0,1.0,0.0
118,34,39,2.0,175459.03,1,1,0,27052.8,2,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0
119,24,77,2.0,190028.41,2,1,0,78838.19,3,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0
120,57,91,4.0,78703.37,1,1,1,96819.41,7,585.42,0,146.35,0.0,1.0,0.0,1.0,0.0
121,23,71,2.0,63194.45,2,0,0,20723.37,11,607.71,0,303.86,0.0,1.0,0.0,1.0,0.0
122,38,61,5.0,197930.89,3,0,1,54029.92,9,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0
123,26,72,1.0,103782.69,1,1,0,62122.93,9,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0
124,69,48,1.0,63058.66,2,0,1,85764.36,7,527.08,0,527.08,0.0,1.0,1.0,0.0,0.0
125,61,55,2.0,116608.21,1,1,1,70971.84,9,823.8,0,411.9,0.0,1.0,0.0,1.0,0.0
126,47,67,1.0,100001.76,1,0,1,66243.42,6,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
127,25,99,2.0,102719.94,1,1,1,62197.2,0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
128,51,88,8.0,67325.07,1,0,0,19106.75,3,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0
129,48,82,7.0,104034.07,1,1,0,15192.02,3,76.52,0,10.93,1.0,0.0,1.0,0.0,0.0
130,39,92,5.0,64673.49,3,0,0,39607.5,10,776.82,0,155.36,0.0,1.0,1.0,0.0,0.0
131,68,51,5.0,114879.65,1,0,0,17215.74,10,237.8,0,47.56,0.0,1.0,1.0,0.0,0.0
132,24,40,1.0,69593.99,1,0,0,38566.52,2,205.2,0,205.2,0.0,1.0,0.0,1.0,0.0
133,69,31,2.0,85205.57,3,1,0,91693.72,11,532.33,0,266.17,0.0,1.0,1.0,0.0,0.0
134,47,74,2.0,89668.63,3,0,0,82906.82,3,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
135,64,30,6.0,36375.01,3,1,1,97944.17,1,47.93,1,7.99,0.0,1.0,0.0,0.0,1.0
136,64,91,7.0,58624.3,1,1,1,61210.08,1,459.65,0,65.66,1.0,0.0,1.0,0.0,0.0
137,60,88,4.0,94280.79,2,1,1,36249.74,6,1324.96,0,331.24,1.0,0.0,0.0,0.0,1.0
138,32,98,8.0,13839.99,3,0,1,67694.33,1,559.47,0,69.93,0.0,1.0,1.0,0.0,0.0
139,44,36,2.0,87581.83,3,1,1,61962.63,4,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0
140,55,21,9.0,110961.36,2,0,1,26863.31,2,1152.93,0,128.1,0.0,1.0,1.0,0.0,0.0
141,33,49,6.0,173949.95,2,0,1,64374.09,7,508.09,0,84.68,0.0,1.0,1.0,0.0,0.0
142,67,78,8.0,159580.37,2,1,0,68877.76,1,950.52,1,118.82,0.0,1.0,0.0,0.0,1.0
143,40,42,1.0,128626.21,2,0,1,54884.83,8,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0
144,39,71,6.0,106224.07,3,0,1,66277.37,4,91.63,1,15.27,0.0,1.0,0.0,0.0,1.0
145,61,92,2.0,12368.52,1,1,0,99345.11,9,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0
146,36,97,4.0,180940.51,2,0,0,57992.42,12,1246.32,0,311.58,1.0,0.0,0.0,0.0,1.0
147,18,82,7.0,33125.37,1,1,0,24609.38,3,449.12,1,64.16,1.0,0.0,0.0,0.0,1.0
148,34,72,4.0,186435.86,1,1,1,62970.54,2,536.87,0,134.22,1.0,0.0,1.0,0.0,0.0
149,32,72,7.0,61618.29,3,0,0,66377.18,1,227.97,0,32.57,0.0,1.0,0.0,0.0,1.0
150,57,81,,85681.49,2,1,0,37855.73,7,0.0,0,,0.0,1.0,1.0,0.0,0.0
151,46,64,4.0,68493.34,2,0,0,79165.52,1,643.38,0,160.84,1.0,0.0,1.0,0.0,0.0
152,32,31,1.0,115146.9,3,1,0,79497.99,1,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0
153,69,41,5.0,49323.52,1,0,1,35499.76,2,244.2,0,48.84,1.0,0.0,1.0,0.0,0.0
154,64,35,2.0,199846.49,3,0,0,68022.43,0,131.79,0,65.9,1.0,0.0,0.0,0.0,1.0
155,55,50,6.0,198543.83,3,1,0,87390.28,7,265.62,0,44.27,0.0,1.0,0.0,1.0,0.0
156,45,62,7.0,9901.51,1,0,0,43172.25,0,911.24,0,130.18,1.0,0.0,0.0,0.0,1.0
157,43,52,3.0,140997.12,3,0,0,82039.93,5,881.98,0,293.99,0.0,1.0,0.0,1.0,0.0
158,26,42,10.0,87424.8,2,1,1,70494.22,0,297.25,1,29.72,1.0,0.0,0.0,0.0,1.0
159,24,62,1.0,65210.43,2,1,1,79137.1,8,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
160,43,84,1.0,90747.95,3,1,0,33212.89,10,353.29,1,353.29,0.0,1.0,1.0,0.0,0.0
161,51,48,4.0,60483.96,1,1,1,50056.66,4,188.21,0,47.05,0.0,1.0,0.0,0.0,1.0
162,33,64,1.0,77922.44,2,1,0,28053.16,5,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
163,22,92,9.0,169642.13,3,1,0,66559.92,11,1147.18,0,127.46,0.0,1.0,0.0,0.0,1.0
164,34,77,9.0,178167.66,2,0,1,67764.62,0,485.87,1,53.99,0.0,1.0,0.0,0.0,1.0
165,22,97,2.0,86000.59,2,1,1,62777.31,11,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0
166,51,66,9.0,111376.64,3,0,0,69639.35,10,393.69,0,43.74,1.0,0.0,1.0,0.0,0.0
167,31,21,10.0,148740.84,1,1,0,71327.33,11,278.07,0,27.81,1.0,0.0,1.0,0.0,0.0
168,46,60,9.0,191542.47,1,1,1,35570.19,9,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
169,26,51,6.0,14646.17,1,0,1,53454.97,5,196.33,0,32.72,0.0,1.0,1.0,0.0,0.0
170,41,80,7.0,168499.58,3,1,1,74050.76,0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0
171,57,35,7.0,53437.18,3,1,0,16459.83,4,307.42,1,43.92,1.0,0.0,0.0,0.0,1.0
172,45,48,9.0,140793.81,3,0,0,22142.27,7,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
173,22,32,10.0,131098.05,1,0,0,86099.86,11,792.06,0,79.21,1.0,0.0,1.0,0.0,0.0
174,47,49,10.0,143838.13,1,1,1,75900.67,12,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0
175,38,35,,144355.63,3,1,0,29556.39,10,284.75,0,,1.0,0.0,0.0,0.0,1.0
176,41,93,5.0,19770.89,3,0,1,99011.78,10,856.82,0,171.36,1.0,0.0,1.0,0.0,0.0
177,45,76,2.0,45709.93,1,1,1,74204.13,8,390.6,0,195.3,0.0,1.0,1.0,0.0,0.0
178,20,57,6.0,188871.91,2,0,0,16421.62,7,322.43,0,53.74,1.0,0.0,0.0,1.0,0.0
179,26,24,8.0,21969.78,1,0,1,52842.36,5,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0
180,28,63,10.0,3111.95,3,0,0,78121.56,10,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0
181,40,49,9.0,137932.31,3,0,0,59169.36,5,728.9,1,80.99,0.0,1.0,1.0,0.0,0.0
182,33,24,8.0,22966.19,1,0,1,19964.59,7,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0
183,58,78,2.0,78074.19,3,0,0,78109.77,6,1138.64,0,569.32,1.0,0.0,0.0,1.0,0.0
184,66,50,,79589.64,3,0,0,64108.34,10,0.0,0,,1.0,0.0,1.0,0.0,0.0
185,47,65,2.0,191527.62,3,1,0,70610.62,12,262.87,0,131.44,0.0,1.0,1.0,0.0,0.0
186,65,20,8.0,81772.56,2,0,1,47362.23,4,449.13,0,56.14,1.0,0.0,0.0,1.0,0.0
187,34,56,10.0,165799.66,2,0,0,67416.67,3,607.76,0,60.78,0.0,1.0,0.0,0.0,1.0
188,41,60,1.0,75145.14,3,0,1,32391.06,12,169.02,0,169.02,0.0,1.0,0.0,0.0,1.0
189,56,68,1.0,192978.9,3,1,1,88009.84,11,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0
190,70,32,,130236.71,1,1,1,20649.18,7,352.65,0,,1.0,0.0,0.0,0.0,1.0
191,67,36,5.0,57899.0,2,1,0,84031.52,2,441.45,0,88.29,0.0,1.0,0.0,1.0,0.0
192,48,87,1.0,104944.31,3,0,1,31304.39,4,685.16,0,685.16,0.0,1.0,1.0,0.0,0.0
193,34,67,9.0,175677.86,3,1,1,57746.44,4,441.08,1,49.01,0.0,1.0,1.0,0.0,0.0
194,32,75,3.0,81906.33,3,0,1,11378.64,12,771.05,0,257.02,1.0,0.0,0.0,1.0,0.0
195,55,58,5.0,147716.89,1,0,0,18759.32,8,495.64,0,99.13,1.0,0.0,0.0,1.0,0.0
196,40,42,7.0,105285.22,2,1,0,20645.57,5,1449.77,0,207.11,1.0,0.0,0.0,0.0,1.0
197,69,99,4.0,45500.26,2,1,0,55352.73,1,399.07,0,99.77,0.0,1.0,1.0,0.0,0.0
198,56,33,6.0,175351.18,1,0,1,54087.84,7,1173.06,0,195.51,1.0,0.0,0.0,0.0,1.0
199,18,60,1.0,24175.83,2,0,0,24064.41,8,753.54,1,753.54,1.0,0.0,1.0,0.0,0.0
200,33,89,3.0,185343.06,1,1,1,46095.61,11,551.63,0,183.88,0.0,1.0,0.0,1.0,0.0
201,35,67,3.0,66960.27,1,1,0,85343.8,6,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
202,48,50,8.0,153361.06,1,0,0,42522.93,5,502.62,0,62.83,0.0,1.0,0.0,0.0,1.0
203,45,76,10.0,567.21,1,1,0,82045.28,12,125.77,0,12.58,0.0,1.0,1.0,0.0,0.0
204,62,27,6.0,85560.25,3,1,1,80188.21,6,296.22,0,49.37,0.0,1.0,0.0,1.0,0.0
205,21,65,9.0,192900.74,3,0,0,47630.91,2,554.49,0,61.61,1.0,0.0,0.0,0.0,1.0
206,54,97,10.0,165500.55,1,1,1,89361.97,5,704.53,0,70.45,0.0,1.0,1.0,0.0,0.0
207,24,41,1.0,141972.77,2,1,1,45417.82,5,336.44,0,336.44,1.0,0.0,0.0,1.0,0.0
208,62,35,3.0,84880.81,1,0,1,87230.37,6,389.73,0,129.91,0.0,1.0,1.0,0.0,0.0
209,47,69,4.0,65558.78,1,1,0,42505.95,6,19.32,0,4.83,1.0,0.0,0.0,0.0,1.0
210,41,94,1.0,115807.16,3,0,1,59551.74,5,318.95,0,318.95,1.0,0.0,0.0,0.0,1.0
211,34,50,8.0,67235.44,1,0,1,73135.96,3,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0
212,44,81,4.0,2482.29,1,0,0,69896.25,7,1545.46,1,386.36,1.0,0.0,0.0,0.0,1.0
213,64,63,4.0,94572.25,2,0,1,91685.48,8,659.69,1,164.92,0.0,1.0,0.0,0.0,1.0
214,63,63,6.0,128022.52,3,0,1,90271.59,9,271.96,1,45.33,1.0,0.0,0.0,1.0,0.0
215,61,30,3.0,138243.1,2,0,0,72456.43,0,1003.48,1,334.49,0.0,1.0,0.0,0.0,1.0
216,29,59,,9053.67,3,1,0,45585.59,6,531.5,0,,0.0,1.0,0.0,1.0,0.0
217,31,72,1.0,173173.78,2,0,0,12930.93,7,76.07,0,76.07,1.0,0.0,1.0,0.0,0.0
218,28,82,10.0,100878.08,3,1,1,93144.27,3,877.85,1,87.78,1.0,0.0,0.0,1.0,0.0
219,59,33,1.0,164362.83,2,1,0,59618.25,3,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0
220,68,67,1.0,80306.93,2,0,0,77492.44,5,902.42,0,902.42,0.0,1.0,0.0,1.0,0.0
221,50,63,2.0,49120.67,2,0,0,14708.93,10,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0
222,38,31,2.0,95738.81,1,0,1,23659.78,7,860.13,0,430.06,1.0,0.0,0.0,0.0,1.0
223,69,96,2.0,166006.32,1,0,0,77091.09,2,507.21,0,253.6,1.0,0.0,0.0,1.0,0.0
224,67,70,10.0,69001.49,2,1,1,93017.75,1,905.06,1,90.51,0.0,1.0,0.0,1.0,0.0
225,37,65,10.0,176542.16,2,0,0,41109.27,3,1019.02,0,101.9,0.0,1.0,0.0,1.0,0.0
226,46,84,4.0,185495.3,3,1,1,50883.18,11,791.85,0,197.96,0.0,1.0,0.0,1.0,0.0
227,58,36,5.0,193981.76,1,1,1,45628.82,4,819.57,0,163.91,0.0,1.0,0.0,0.0,1.0
228,28,38,2.0,144399.33,3,1,0,52401.87,1,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0
229,66,97,,25147.96,2,1,1,33581.97,8,0.0,0,,0.0,1.0,0.0,1.0,0.0
230,39,48,1.0,143495.38,3,1,1,90199.34,2,792.32,1,792.32,0.0,1.0,0.0,1.0,0.0
231,38,31,6.0,137081.42,3,1,0,30467.55,0,373.26,0,62.21,1.0,0.0,0.0,0.0,1.0
232,25,27,4.0,53242.13,1,1,0,71897.09,5,710.27,0,177.57,1.0,0.0,1.0,0.0,0.0
233,61,44,6.0,119698.93,1,1,0,94927.73,2,132.65,0,22.11,0.0,1.0,0.0,0.0,1.0
234,60,99,1.0,161412.66,1,1,1,41329.79,6,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0
235,30,56,8.0,123944.28,2,1,0,42796.8,2,439.74,0,54.97,0.0,1.0,1.0,0.0,0.0
236,56,59,7.0,125463.63,1,0,0,65203.52,5,259.43,0,37.06,0.0,1.0,0.0,1.0,0.0
237,56,95,7.0,2030.93,2,0,1,56027.1,3,406.4,1,58.06,0.0,1.0,1.0,0.0,0.0
238,47,58,10.0,2761.1,3,1,0,29989.39,0,720.76,0,72.08,1.0,0.0,0.0,0.0,1.0
